sample_origin,repo,test_id,framework,line,name,raw_code,assertion_chain_index,assertion_chain_length,chain_matcher_sequence_json,assertion_matcher,assertion_semantic_matcher_ast,assertion_subject_kind,assertion_subject_root_ast,assertion_subject_path_json,assertion_subject_text_ast,assertion_subject_semantic_role_ast,assertion_callback_intent_hint_ast,is_negated_assertion,promise_modifier,is_soft_assertion,is_grouped_assertion,assertion_group_kind,assertion_chain_raw_code,assertion_framework_context,assertion_library_syntax,verification_intent,verification_intent_final,verification_intent_evidence_basis,verification_intent_matched_signal,manual_chain_ok,manual_matcher_ok,manual_notes
,synyi/poplar,f4b38f20e3daddc7d15dca2e26143292,Puppeteer,178,expect(content).contains,"expect(content).contains(""测试文本"")",0,1,"[""contains""]",contains,,unknown,content,"[""content""]",content,text_content_payload,,0,,0,0,none,"expect(content).contains(""测试文本"")",unknown,jest,content_correctness,content_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:text_content_payload;matcher:contains,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,freeCodeCamp/freeCodeCamp,bd126766d88f35dc1c2763ac219cec5d,Puppeteer,123,expect(result.error).toBeUndefined,expect(result.error).toBeUndefined(),0,1,"[""toBeUndefined""]",toBeUndefined,,unknown,result,"[""result"",""error""]",result.error,api_object_contract,,0,,0,0,none,expect(result.error).toBeUndefined(),unknown,playwright,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,35727156fa3259d6e14de8f42e377f41,Puppeteer,364,expect(buttonAriaControls).toEqual,expect(buttonAriaControls).toEqual(panelId),0,1,"[""toEqual""]",toEqual,,unknown,buttonAriaControls,"[""buttonAriaControls""]",buttonAriaControls,scalar_property,,0,,0,0,none,expect(buttonAriaControls).toEqual(panelId),unknown,playwright,accessibility_compliance,accessibility_compliance,lexical_accessibility_context,matcher:toequal;accessibility_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,9bc042aceb412f9482f79cb7d2080bc7,Puppeteer,242,expect(iframeSrc).toMatch,expect(iframeSrc).toMatch(/theme=(dark|light)/),0,1,"[""toMatch""]",toMatch,,unknown,iframeSrc,"[""iframeSrc""]",iframeSrc,scalar_property,,0,,0,0,none,expect(iframeSrc).toMatch(/theme=(dark|light)/),unknown,playwright,navigation_outcome,navigation_outcome,ast_assertion_subject_path,subject_path:iframeSrc;matcher:tomatch,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,cf6503ba3eaac1698ab95e1938fa681f,Puppeteer,25,expect(txAmountInfo).toMatch,"expect(txAmountInfo).toMatch(/^(-|\+) (0\.)?[\d]+ [A-Z]{3,}( [A-Z]{3}[\d]{1,3})?$/)",0,1,"[""toMatch""]",toMatch,,unknown,txAmountInfo,"[""txAmountInfo""]",txAmountInfo,scalar_property,,0,,0,0,none,"expect(txAmountInfo).toMatch(/^(-|\+) (0\.)?[\d]+ [A-Z]{3,}( [A-Z]{3}[\d]{1,3})?$/)",unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,9bc042aceb412f9482f79cb7d2080bc7,Puppeteer,232,expect(currentUrl).toContain,expect(currentUrl).toContain(`/apps/${app.id}`),0,1,"[""toContain""]",toContain,,unknown,currentUrl,"[""currentUrl""]",currentUrl,scalar_property,,0,,0,0,none,expect(currentUrl).toContain(`/apps/${app.id}`),unknown,playwright,navigation_outcome,navigation_outcome,lexical_navigation_context,matcher:tocontain;href_or_url_content_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,bugbakery/audapolis,f72caa6eb12673e474ca06cd7ebaacc2,Puppeteer,81,expect(state.editor.present?.cursor.current).toBe,expect(state.editor.present?.cursor.current).toBe('user'),0,1,"[""toBe""]",toBe,,unknown,state,"[""state"",""editor"",""present"",""cursor"",""current""]",state.editor.present?.cursor.current,scalar_property,,0,,0,0,none,expect(state.editor.present?.cursor.current).toBe('user'),unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,478c62cdd3118a2244582b865d3d6012,Puppeteer,234,expect(thirdIsFocussed).toEqual,expect(thirdIsFocussed).toEqual(true),0,1,"[""toEqual""]",toEqual,,unknown,thirdIsFocussed,"[""thirdIsFocussed""]",thirdIsFocussed,scalar_property,,0,,0,0,none,expect(thirdIsFocussed).toEqual(true),unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,tradingview/lightweight-charts,202207b7be4f2c1a5894f080a08a7c89,Puppeteer,57,"expect(
			testStandalonePath,
			`path to test standalone module must be passed via ${testStandalonePathEnvKey} env var`
		).to.have.length.greaterThan","expect(
			testStandalonePath,
			`path to test standalone module must be passed via ${testStandalonePathEnvKey} env var`
		).to.have.length.greaterThan(0)",0,1,"[""greaterThan""]",greaterThan,,unknown,expect,"[""expect"",""to"",""have"",""length"",""greaterThan""]","expect(
			testStandalonePath,
			`path to test standalone module must be passed via ${testStandalonePathEnvKey} env var`
		).to.have.length.greaterThan(0)",collection_size,,0,,0,1,within,"expect(
			testStandalonePath,
			`path to test standalone module must be passed via ${testStandalonePathEnvKey} env var`
		).to.have.length.greaterThan(0)",unknown,jest,collection_size,collection_size,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,synyi/poplar,0e13789b98bc858c61f3ae3186af378a,Puppeteer,121,expect(await countConnections(page)).eq,expect(await countConnections(page)).eq(3),0,1,"[""eq""]",eq,,unknown,,[],await countConnections(page),api_object_contract,,0,,0,0,none,expect(await countConnections(page)).eq(3),unknown,jest,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,springload/react-accessible-accordion,2f47a99ddc12a46a2b082a978c5d957c,Puppeteer,107,expect(await evaluateIsExpanded(secondButtonHandle)).toEqual,"expect(await evaluateIsExpanded(secondButtonHandle)).toEqual(
                    false,
                )",0,1,"[""toEqual""]",toEqual,,unknown,,[],await evaluateIsExpanded(secondButtonHandle),,,0,,0,0,none,"expect(await evaluateIsExpanded(secondButtonHandle)).toEqual(
                    false,
                )",unknown,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_matcher,matcher:toEqual,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,tradingview/lightweight-charts,202207b7be4f2c1a5894f080a08a7c89,Puppeteer,135,expect(testCaseCount).to.be.greaterThan,"expect(testCaseCount).to.be.greaterThan(
			0,
			'there should be at least 1 test case'
		)",0,1,"[""greaterThan""]",greaterThan,,unknown,expect,"[""expect"",""to"",""be"",""greaterThan""]","expect(testCaseCount).to.be.greaterThan(
			0,
			'there should be at least 1 test case'
		)",scalar_property,,0,,0,1,within,"expect(testCaseCount).to.be.greaterThan(
			0,
			'there should be at least 1 test case'
		)",unknown,jest,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,tradingview/lightweight-charts,c408773d7b867e5de725a7efd7240de2,Puppeteer,57,"expect(
			testStandalonePath,
			`path to test standalone module must be passed via ${testStandalonePathEnvKey} env var`
		).to.have.length.greaterThan","expect(
			testStandalonePath,
			`path to test standalone module must be passed via ${testStandalonePathEnvKey} env var`
		).to.have.length.greaterThan(0)",0,1,"[""greaterThan""]",greaterThan,,unknown,expect,"[""expect"",""to"",""have"",""length"",""greaterThan""]","expect(
			testStandalonePath,
			`path to test standalone module must be passed via ${testStandalonePathEnvKey} env var`
		).to.have.length.greaterThan(0)",collection_size,,0,,0,1,within,"expect(
			testStandalonePath,
			`path to test standalone module must be passed via ${testStandalonePathEnvKey} env var`
		).to.have.length.greaterThan(0)",unknown,jest,collection_size,collection_size,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,synyi/poplar,f3302d3e753384d6f2aeacb5e4c27646,Puppeteer,158,expect(lineCount).eq,expect(lineCount).eq(6),0,1,"[""eq""]",eq,,unknown,lineCount,"[""lineCount""]",lineCount,scalar_property,,0,,0,0,none,expect(lineCount).eq(6),unknown,jest,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,synyi/poplar,706c0b94a754ae9be2b8b722ddc1c7ec,Puppeteer,97,expect(await countLabels(page)).eq,expect(await countLabels(page)).eq(2),0,1,"[""eq""]",eq,,unknown,,[],await countLabels(page),api_object_contract,,0,,0,0,none,expect(await countLabels(page)).eq(2),unknown,jest,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,swaponline/MultiCurrencyWallet,4aade9160c55ec8fb3912ede1be4f699,Puppeteer,218,expect(extractedAddress).not.toBeNull,expect(extractedAddress).not.toBeNull(),0,1,"[""toBeNull""]",toBeNull,,unknown,expect,"[""expect"",""not"",""toBeNull""]",expect(extractedAddress).not.toBeNull(),scalar_property,,1,,0,0,none,expect(extractedAddress).not.toBeNull(),unknown,playwright,element_presence,element_presence,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,synyi/poplar,2f7b3c3b313b375bfa6b6e2c4003ae30,Puppeteer,73,expect(await countLabels(page)).eq,expect(await countLabels(page)).eq(3),0,1,"[""eq""]",eq,,unknown,,[],await countLabels(page),api_object_contract,,0,,0,0,none,expect(await countLabels(page)).eq(3),unknown,jest,api_or_data_contract,api_or_data_contract,ast_assertion_subject_semantic_role,subject_semantic_role:api_object_contract,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,tradingview/lightweight-charts,c408773d7b867e5de725a7efd7240de2,Puppeteer,109,expect(errors.length).to.be.equal,"expect(errors.length).to.be.equal(
					0,
					'There should not be any errors thrown within the test page.'
				)",0,1,"[""equal""]",equal,,unknown,expect,"[""expect"",""to"",""be"",""equal""]","expect(errors.length).to.be.equal(
					0,
					'There should not be any errors thrown within the test page.'
				)",collection_size,,0,,0,1,within,"expect(errors.length).to.be.equal(
					0,
					'There should not be any errors thrown within the test page.'
				)",unknown,jest,collection_size,collection_size,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,CirclonGroup/angular-tree-component,00ffbc60b45400b21bd03f22b8da01dc,TestCafe,24,t.expect(t.ctx.tree.getNodes().count).eql,t.expect(t.ctx.tree.getNodes().count).eql(9),0,1,"[""eql""]",eql,,unknown,t,"[""t"",""expect"",""eql""]",t.expect(t.ctx.tree.getNodes().count).eql(9),collection_size,,0,,0,0,none,t.expect(t.ctx.tree.getNodes().count).eql(9),testcafe,testcafe,collection_size,collection_size,lexical_collection_context,count_property_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,MyCryptoHQ/MyCrypto,401df23203d72266a4ff78f50a4e913a,TestCafe,39,t.expect(Selector('button').withText(getTransValueByKey('FETCH')).exists).eql,t.expect(Selector('button').withText(getTransValueByKey('FETCH')).exists).eql(false),0,1,"[""eql""]",eql,,unknown,t,"[""t"",""expect"",""eql""]",t.expect(Selector('button').withText(getTransValueByKey('FETCH')).exists).eql(false),scalar_property,,0,,0,0,none,t.expect(Selector('button').withText(getTransValueByKey('FETCH')).exists).eql(false),testcafe,testcafe,element_presence,element_presence,lexical_presence_context,element_presence_subject_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,MyCryptoHQ/MyCrypto,b344006e98b1ea8a0bcec8de6c921ea9,TestCafe,82,t.expect(actual).eql,t.expect(actual).eql(expected),0,1,"[""eql""]",eql,,unknown,t,"[""t"",""expect"",""eql""]",t.expect(actual).eql(expected),scalar_property,,0,,0,0,none,t.expect(actual).eql(expected),testcafe,testcafe,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,CirclonGroup/angular-tree-component,ce0e6f6e8ce1599d6453f2f07e544b52,TestCafe,54,t.expect(t.ctx.tree.getNodes().count).eql,t.expect(t.ctx.tree.getNodes().count).eql(0),0,1,"[""eql""]",eql,,unknown,t,"[""t"",""expect"",""eql""]",t.expect(t.ctx.tree.getNodes().count).eql(0),collection_size,,0,,0,0,none,t.expect(t.ctx.tree.getNodes().count).eql(0),testcafe,testcafe,collection_size,collection_size,lexical_collection_context,count_property_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,CirclonGroup/angular-tree-component,ce0e6f6e8ce1599d6453f2f07e544b52,TestCafe,54,"t.expect(t.ctx.tree.getNodes().count).eql(0)
    .click(Selector('button'))
    .expect(t.ctx.tree.getNodes().count).eql","t.expect(t.ctx.tree.getNodes().count).eql(0)
    .click(Selector('button'))
    .expect(t.ctx.tree.getNodes().count).eql(15)",1,2,"[""eql""]",eql,,unknown,t,"[""t"",""expect"",""eql"",""click"",""expect"",""eql""]","t.expect(t.ctx.tree.getNodes().count).eql(0)
    .click(Selector('button'))
    .expect(t.ctx.tree.getNodes().count).eql(15)",ui_event_counter,,0,,0,0,none,"t.expect(t.ctx.tree.getNodes().count).eql(0)
    .click(Selector('button'))
    .expect(t.ctx.tree.getNodes().count).eql(15)",testcafe,testcafe,collection_size,collection_size,lexical_collection_context,count_property_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,CirclonGroup/angular-tree-component,a6fd3fa4e10392a6ae04857df8c411b1,TestCafe,21,t.expect(t.ctx.tree.getNodes().count).eql,t.expect(t.ctx.tree.getNodes().count).eql(1),0,1,"[""eql""]",eql,,unknown,t,"[""t"",""expect"",""eql""]",t.expect(t.ctx.tree.getNodes().count).eql(1),collection_size,,0,,0,0,none,t.expect(t.ctx.tree.getNodes().count).eql(1),testcafe,testcafe,collection_size,collection_size,lexical_collection_context,count_property_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
