repo,test_id,framework,line,name,raw_code,sync_pattern,sync_target,sync_placement,is_fixed_delay,sync_arg_kind,sync_call_kind_ast,sync_arg_kind_ast,is_condition_based,is_network_based,is_assertion_retry,is_framework_auto_wait_inferred,sync_evidence_basis,manual_sync_pattern_ok,manual_sync_pattern_should_be,manual_sync_target_ok,manual_sync_target_should_be,manual_sync_arg_kind_ok,manual_sync_arg_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
openobserve/openobserve,32d77745bf95e35c9bc2ba469eb96d6d,Playwright,54,"page
    .waitForFunction","page
    .waitForFunction(
      () => document.querySelectorAll('[role=""option""]').length > 0,
      { timeout: isVariable ? 8000 : 10000, polling: 100 }
    )",predicate_or_custom_condition,predicate,helper,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForFunction(
      () => document.querySelectorAll('[role=""option""]').length > 0,
      { timeout: isVariable ? 8000 : 10000, polling: 100 }
    )",false,,,
sanity-io/sanity,dad9190d719c8fafea3dbd1e13a054db,Playwright,157,page.waitForTimeout,page.waitForTimeout(retryDelay),fixed_delay,time,helper,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(retryDelay),false,,,
openobserve/openobserve,1cea5371fee9f6cb584e2a7926605235,Playwright,41,page.waitForLoadState,page.waitForLoadState('domcontentloaded'),navigation_or_load_wait,navigation,hook,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForLoadState('domcontentloaded'),false,,,
super-productivity/super-productivity,0cd2467510c903847c4c22a5fc41b13b,Playwright,614,client.page.waitForTimeout,client.page.waitForTimeout(UI_SETTLE_STANDARD),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,client.page.waitForTimeout(UI_SETTLE_STANDARD),false,,,
deltachat/deltachat-desktop,5a080936be9000592253c7486b6a32f0,Playwright,329,page.waitForSelector,page.waitForSelector('button.styles_module_account'),element_state_wait,element,hook,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForSelector('button.styles_module_account'),false,,,
super-productivity/super-productivity,90b139d73d401ae8f8c76103280338e4,Playwright,235,page.waitForTimeout,page.waitForTimeout(isFull ? 250 : 150),fixed_delay,time,test_body,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(isFull ? 250 : 150),false,,,
silevis/reactgrid,cf6e464278781d5c04f343472f5fca23,Cypress,17,utils.wait,utils.wait(),unresolved_custom_wait,,test_body,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,utils.wait(),false,,,
tinacms/tinacms,a99adb739f3b96efee2b0fc9e0516fa5,Playwright,32,"editModeBtn
      .waitFor","editModeBtn
      .waitFor({ state: 'visible', timeout: 5000 })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"editModeBtn
      .waitFor({ state: 'visible', timeout: 5000 })",false,,,
payloadcms/payload,1a0e3afcd71c76340ffee82c406ee818,Playwright,23,"expect(async () => {
      await expect(
        page.locator('.autosave:has-text(""Last saved less than a minute ago"")'),
      ).toBeVisible()
    }).toPass","expect(async () => {
      await expect(
        page.locator('.autosave:has-text(""Last saved less than a minute ago"")'),
      ).toBeVisible()
    }).toPass({
      timeout: POLL_TOPASS_TIMEOUT,
    })",assertion_retry_wait,assertion,helper,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(async () => {
      await expect(
        page.locator('.autosave:has-text(""Last saved less than a minute ago"")'),
      ).toBeVisible()
    }).toPass({
      timeout: POLL_TOPASS_TIMEOUT,
    })",false,,,
immich-app/immich,d6479ac5e665187c360229ef7ed36e5a,Playwright,56,page.waitForEvent,page.waitForEvent('download'),event_wait,event,test_body,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForEvent('download'),false,,,
KittyCAD/modeling-app,7d8eee345504941110d49065f909292e,Playwright,903,expect(folderToDelete).not.toBeVisible,expect(folderToDelete).not.toBeVisible(),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,expect(folderToDelete).not.toBeVisible(),false,,,
plasmicapp/plasmic,403eee04ec5892e1cb1e370e200349bb,Playwright,163,"loadingMask
      .waitFor","loadingMask
      .waitFor({ state: ""hidden"", timeout: 5000 })",element_state_wait,element,test_body,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"loadingMask
      .waitFor({ state: ""hidden"", timeout: 5000 })",false,,,
silevis/reactgrid,b06c6e1a46857803dd149bba8a3744f3,Cypress,177,utils.wait,utils.wait(),unresolved_custom_wait,,test_body,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,utils.wait(),false,,,
microsoft/fluentui,5bca2e2e6a8ad7b232abaaa0f2214860,Playwright,200,expect(element).toHaveJSProperty,"expect(element).toHaveJSProperty('size', size)",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(element).toHaveJSProperty('size', size)",false,,,
cloudtogo/pageplug,ba3f8f09de4c868435a35a431c65473c,Cypress,1063,cy.get(`${selector}:first-of-type`).first().click({ force: true }).wait,cy.get(`${selector}:first-of-type`).first().click({ force: true }).wait(500),fixed_delay,time,helper,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.get(`${selector}:first-of-type`).first().click({ force: true }).wait(500),false,,,
linode/manager,9f661d296f5c477921decc9d4f613dcf,Cypress,558,cy.wait,"cy.wait(['@getConfigs', '@getDisks', '@getLinode', '@getVolumes'])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@getConfigs', '@getDisks', '@getLinode', '@getVolumes'])",false,,,
MyCryptoHQ/MyCrypto,401df23203d72266a4ff78f50a4e913a,TestCafe,71,sent.wait,sent.wait(),fixed_delay,time,helper,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,sent.wait(),false,,,
seek-oss/playroom,8809b412c98ba944f9e794b624ba1590,Cypress,341,cy.wait,cy.wait(CYPRESS_DEFAULT_WAIT_TIME),fixed_delay,time,helper,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(CYPRESS_DEFAULT_WAIT_TIME),false,,,
openobserve/openobserve,7d5cf546a047de7e5cc99166fede0ff9,Playwright,126,page.waitForResponse,"page.waitForResponse(
    async (response) => {
      const url = response.url();
      const method = response.request().method();

      // Check if this is a DELETE request to dashboards endpoint
      const isDeleteEndpoint = method === 'DELETE' &&
                                /\/api\/.*\/dashboards\/\d+/.test(url);

      if (isDeleteEndpoint) {
        testLogger.debug(`Delete A...",network_wait,network,helper,False,,wait_api,,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(
    async (response) => {
      const url = response.url();
      const method = response.request().method();

      // Check if this is a DELETE request to dashboards endpoint
      const isDeleteEndpoint = method === 'DELETE' &&
                                /\/api\/.*\/dashboards\/\d+/.test(url);

      if (isDeleteEndpoint) {
        testLogger.debug(`Delete A...",false,,,
uber/baseweb,639f1f99e652c89848fa19153ca530ab,Playwright,126,page.waitForSelector,page.waitForSelector(selectors.twelveHourCreatable),element_state_wait,element,test_body,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForSelector(selectors.twelveHourCreatable),false,,,
openobserve/openobserve,d7ad7229f0a49c905b78caabf50ce247,Playwright,52,page.waitForLoadState,"page.waitForLoadState('networkidle', { timeout: 10000 })",navigation_or_load_wait,navigation,hook,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForLoadState('networkidle', { timeout: 10000 })",false,,,
openreplay/openreplay,13a6b4928fc8fa7d71a68af0c9d6a556,Cypress,92,cy.wait,cy.wait(SECOND * 3),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(SECOND * 3),false,,,
opencollective/opencollective-frontend,fd365975c41eae76057f7fe4ab78ea85,Cypress,112,cy.wait,cy.wait(options.wait ?? 1000),fixed_delay,time,helper,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(options.wait ?? 1000),false,,,
ohcnetwork/care_fe,86466b9aa7c9b7a68ea4a02e20929d10,Playwright,168,"expect(async () => {
      await page.getByRole(""textbox"", { name: /search/i }).clear();
      await page.getByRole(""textbox"", { name: /search/i }).fill(title);
      await expect(page.getByRole(""t","expect(async () => {
      await page.getByRole(""textbox"", { name: /search/i }).clear();
      await page.getByRole(""textbox"", { name: /search/i }).fill(title);
      await expect(page.getByRole(""table"").getByText(title)).toBeVisible();
    }).toPass({ intervals: [2_000, 3_000, 5_000], timeout: 30_000 })",assertion_retry_wait,assertion,test_body,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(async () => {
      await page.getByRole(""textbox"", { name: /search/i }).clear();
      await page.getByRole(""textbox"", { name: /search/i }).fill(title);
      await expect(page.getByRole(""table"").getByText(title)).toBeVisible();
    }).toPass({ intervals: [2_000, 3_000, 5_000], timeout: 30_000 })",false,,,
super-productivity/super-productivity,ef6d515a7316149bc8e619ec0bd0ef1f,Playwright,128,"page
    .waitForEvent","page
    .waitForEvent('download', { timeout: 90000 })",event_wait,event,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForEvent('download', { timeout: 90000 })",false,,,
mattermost/mattermost,d58939e147c83768b4d36432ac2d7509,Cypress,75,cy.uiGetSearchBox().clear().type('in:town-square').wait,cy.uiGetSearchBox().clear().type('in:town-square').wait(TIMEOUTS.HALF_SEC),fixed_delay,time,test_body,True,constant_or_expression,wait_api,constant_or_expression,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.uiGetSearchBox().clear().type('in:town-square').wait(TIMEOUTS.HALF_SEC),false,,,
FuelLabs/fuels-wallet,fd65aea179c8cc3c0f259d66c6f3f906,Playwright,363,context.waitForEvent,"context.waitForEvent('page', {
          predicate: (page) => page.url().includes(extensionId),
          timeout: 10_000,
        })",event_wait,event,test_body,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"context.waitForEvent('page', {
          predicate: (page) => page.url().includes(extensionId),
          timeout: 10_000,
        })",false,,,
openreplay/openreplay,13a6b4928fc8fa7d71a68af0c9d6a556,Cypress,40,cy.wait,cy.wait(SECOND * 15),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(SECOND * 15),false,,,
super-productivity/super-productivity,04cbc855396ac9761b1db165ad5322b2,Playwright,128,"page
    .waitForEvent","page
    .waitForEvent('download', { timeout: 90000 })",event_wait,event,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForEvent('download', { timeout: 90000 })",false,,,
linode/manager,e7c29108b5748c41cc5be225dcef3d3e,Cypress,228,cy.wait,"cy.wait(['@getFeatureFlags', '@getSettings', '@getRegions'])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@getFeatureFlags', '@getSettings', '@getRegions'])",false,,,
BuilderIO/builder,072cd6da3dcf289c308687af51e8922e,Playwright,24,cy.wait,"cy.wait([getProductReq, getProductReq])",unresolved_custom_wait,,test_body,False,,wait_api,array_expression,False,False,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait([getProductReq, getProductReq])",false,,,
hello-pangea/dnd,db11c1666112137cfb8cf163423d56de,Cypress,27,cy.wait,cy.wait(timings.outOfTheWay * 1000),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(timings.outOfTheWay * 1000),false,,,
SonicJs-Org/sonicjs,ad10011e090b9c647b997bec74e8f12b,Playwright,372,page.waitForLoadState,"page.waitForLoadState('networkidle', { timeout: 15000 })",navigation_or_load_wait,navigation,hook,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForLoadState('networkidle', { timeout: 15000 })",false,,,
payloadcms/payload,1f4a9d06831f653cc16a211254808d09,Playwright,148,expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",assertion_retry_wait,assertion,hook,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",false,,,
openobserve/openobserve,87bad68078dee88920f884d957c23484,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
openobserve/openobserve,5299681aa51b97be2b04b4c2e3d9f791,Playwright,21,page.waitForResponse,"page.waitForResponse(
        (response) =>
          /\/api\/.*\/dashboards/.test(response.url()) &&
          response.status() === 200,
        { timeout: 30000 }
      )",network_wait,network,helper,False,alias_expression,wait_api,network,False,True,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(
        (response) =>
          /\/api\/.*\/dashboards/.test(response.url()) &&
          response.status() === 200,
        { timeout: 30000 }
      )",false,,,
