repo,test_id,framework,line,name,raw_code,abstraction_kind,interaction_ownership,reuse_scope,workflow_evidence_basis,manual_abstraction_kind_ok,manual_abstraction_kind_should_be,manual_workflow_evidence_ok,manual_workflow_evidence_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
cloudtogo/pageplug,cb2a9fd1618cf2292c2046b0e48bffd0,Cypress,935,cy.get(welcomePage.verifyPassword).type,"cy.get(welcomePage.verifyPassword).type(Cypress.env(""PASSWORD""))",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.get(welcomePage.verifyPassword).type(Cypress.env(""PASSWORD""))",false,,,
eigenpal/docx-editor,a40e981fbb091d446969364320c2bd1f,Playwright,429,page.evaluate,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",false,,,
invoicerr-app/invoicerr,d876dc18ccf3ab2494d79665c0fa5964,Cypress,110,cy.login,cy.login(),hook_setup_flow,custom_command_body,framework_extension,ast_cypress_session_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.login(),false,,,
appsmithorg/appsmith,1910e7963be6fad920099b4e70d943a8,Cypress,370,homePage.DeleteApplication,homePage.DeleteApplication(appName),page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,homePage.DeleteApplication(appName),false,,,
cloudtogo/pageplug,27a16c3404a7b1f8527f19e71d0011e1,Cypress,46,PageLeftPane.expandCollapseItem,"PageLeftPane.expandCollapseItem(""List1"")",page_object,page_object_method,page_object_library,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"PageLeftPane.expandCollapseItem(""List1"")",false,,,
Monogatari/Monogatari,14c7950dfc2e79ae65f6ed4abfdcb847,Cypress,87,cy.rollback,cy.rollback (),domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.rollback (),false,,,
cloudtogo/pageplug,799e49467d247ee3bd3eb73e927d9063,Cypress,286,homePage.DeleteApplication,homePage.DeleteApplication(appName),page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,homePage.DeleteApplication(appName),false,,,
payloadcms/payload,199f264077c0b45a6317ef8bd8d58e43,Playwright,237,page.locator,page.locator('.payload-toast-container .toast-error'),framework_page_instance,helper_expanded,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.locator('.payload-toast-container .toast-error'),false,,,
appsmithorg/appsmith,98e016d0a745212aee1f1f7da1ed20bc,Cypress,288,homePage.DeleteApplication,homePage.DeleteApplication(appName),page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,homePage.DeleteApplication(appName),false,,,
payloadcms/payload,c01cd2daa30d2eacfeb538a9647103bb,Playwright,2165,user2Page.locator,user2Page.locator('#field-text'),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.locator('#field-text'),false,,,
VOICEVOX/voicevox,ad5efed08083c5c83fbe9882ad6e6bea,Playwright,40,test.step,"test.step(""ノートの追加"", async () => {
    expect(await getCurrentNoteCount()).toBe(0);
    await sequencer.click({ position: { x: 100, y: 171 } });
    expect(await getCurrentNoteCount()).toBe(1);
    await sequencer.click({ position: { x: 200, y: 171 } });
    expect(await getCurrentNoteCount()).toBe(2);
  })",playwright_test_step,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"test.step(""ノートの追加"", async () => {
    expect(await getCurrentNoteCount()).toBe(0);
    await sequencer.click({ position: { x: 100, y: 171 } });
    expect(await getCurrentNoteCount()).toBe(1);
    await sequencer.click({ position: { x: 200, y: 171 } });
    expect(await getCurrentNoteCount()).toBe(2);
  })",false,,,
nhn/tui.grid,d9a958cfeba1de9ff54bf712e9690a92,Cypress,30,cy.createGrid,"cy.createGrid({ data, columns, ...options })",domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.createGrid({ data, columns, ...options })",false,,,
midas-research/audino,979ea5bf720e8d0235be5fc3f3b612f7,Cypress,1186,"cy.get('.cvat-task-job-list')
        .contains('a', `Job #${jobID}`)
        .parents('.cvat-job-item')
        .find('.cvat-job-item-stage').click","cy.get('.cvat-task-job-list')
        .contains('a', `Job #${jobID}`)
        .parents('.cvat-job-item')
        .find('.cvat-job-item-stage').click()",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.get('.cvat-task-job-list')
        .contains('a', `Job #${jobID}`)
        .parents('.cvat-job-item')
        .find('.cvat-job-item-stage').click()",false,,,
mattermost/mattermost,2b6a6c31a3c3a3b7789c50382f4d408e,Cypress,116,sysadminSetup,sysadminSetup(response.user),domain_helper,helper_expanded,file_local_helper,ast_helper_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,sysadminSetup(response.user),false,,,
mattermost/mattermost,75bd1031905f02a1b7801329fccdd4b7,Cypress,230,teams.find,teams.find((team) => team.name === DEFAULT_TEAM.name),domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,teams.find((team) => team.name === DEFAULT_TEAM.name),false,,,
invoicerr-app/invoicerr,3a8d692c2ce3e11bd058b646f460e172,Cypress,90,cy.login,cy.login(),hook_setup_flow,custom_command_body,framework_extension,ast_cypress_session_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.login(),false,,,
taiga-family/maskito,5ec4664b527b084e12eef3df2ede8b57,Cypress,5,cy.get,cy.get('#demo-content input'),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get('#demo-content input'),false,,,
mattermost/mattermost,1d5528315c47f27f065ae99cec0d745c,Cypress,443,cy.apiSaveOnboardingPreference,"cy.apiSaveOnboardingPreference(createdUser.id, 'hide', 'true')",domain_helper,custom_command_body,file_local_helper,regex_fallback,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiSaveOnboardingPreference(createdUser.id, 'hide', 'true')",false,,,
marmelab/react-admin,1bb5cfc066f1c40dcdc51819bacb02ed,Cypress,84,cy.get,cy.get(this.elements.snackbar),page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(this.elements.snackbar),false,,,
eigenpal/docx-editor,35bad486319c1c5a3fc47c6cd612d205,Playwright,15,page.evaluate,"page.evaluate((text) => {
    // Search only in editor content area, not toolbar (which has icon text like ""format_bold"")
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    if (!contentArea) return false;

    const walker = document.createTreeWalker(contentArea, ...",page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.evaluate((text) => {
    // Search only in editor content area, not toolbar (which has icon text like ""format_bold"")
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    if (!contentArea) return false;

    const walker = document.createTreeWalker(contentArea, ...",false,,,
