repo,test_id,framework,line,name,raw_code,ui_action_category,locator_present,raw_framework_api,normalized_strategy,locator_composition,robustness_signal,evidence_basis,selector_literal_kind,selector_channel,selector_value_origin,locator_strategy_inferred,locator_evidence_basis,locator_composition_evidence_basis,manual_locator_strategy_ok,manual_locator_strategy_should_be,manual_locator_composition_ok,manual_locator_composition_should_be,manual_selector_literal_kind_ok,manual_selector_literal_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
midas-research/audino,ff2ea74224552016a508dd64ce183099,Cypress,685,"cy.contains('button', createCuboidParams.type).click","cy.contains('button', createCuboidParams.type).click()",click,True,cy.contains,text_content,direct_chain,readable_text_signal,ast_call_chain,text,text,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.contains('button', createCuboidParams.type).click()",false,,,
opencollective/opencollective-frontend,d3eb20e7b02a832c8dc06c7320f9c57b,Cypress,10,cy.contains,"cy.contains('[data-cy=contribute-tier] a', 'Contribute')",locator_query,True,cy.contains,test_id_or_data_contract,unknown,stable_test_contract_signal,regex_fallback,text,text,inline_literal,test_id_or_data_contract,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.contains('[data-cy=contribute-tier] a', 'Contribute')",false,,,
CopilotKit/CopilotKit,05e57ea0da63a7b6de40867f0b078761,Playwright,52,page.getByPlaceholder,"page.getByPlaceholder(""Type a message"")",locator_query,True,page.getByPlaceholder,placeholder_or_alt_title,unknown,user_facing_accessibility_signal,regex_fallback,placeholder,placeholder,inline_literal,placeholder_or_alt_title,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByPlaceholder(""Type a message"")",false,,,
cloudtogo/pageplug,512f8dd3e1392aa00f2911898269c81d,Cypress,93,cy.xpath,cy.xpath(this.locator._contextMenuItem(action)),locator_query,True,cy.xpath,xpath_selector,direct_chain,positional_or_structural_signal,ast_call_chain,xpath,xpath,call_expression,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.xpath(this.locator._contextMenuItem(action)),false,,,
payloadcms/payload,f7ce982a1aeb63ee01abdcc76a85563a,Playwright,119,page.locator,page.locator('.payload-toast-container .toast-success'),locator_query,True,page.locator,framework_selector_object,standalone_locator_query,implementation_coupled_signal,regex_fallback,class,class,inline_literal,framework_selector_object,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.locator('.payload-toast-container .toast-success'),false,,,
sanity-io/sanity,8bbd60545c465994fbd77f556cc775f5,Playwright,12,page.getByTestId('field-title').getByTestId('string-input').fill,page.getByTestId('field-title').getByTestId('string-input').fill('Test Author'),text_input,True,page.getByTestId,test_id_or_data_contract,direct_chain,stable_test_contract_signal,ast_call_chain,test_id,test_id,inline_literal,test_id_or_data_contract,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByTestId('field-title').getByTestId('string-input').fill('Test Author'),false,,,
sanity-io/sanity,5897d26190338cab4d762190e7676a85,Playwright,40,page.getByTestId,page.getByTestId('studio-search'),locator_query,True,page.getByTestId,test_id_or_data_contract,unknown,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByTestId('studio-search'),false,,,
fastapi/full-stack-fastapi-template,984fbef1f2a6da6d856462a00892cb06,Playwright,118,"page.getByLabel(""Email"").fill","page.getByLabel(""Email"").fill(randomEmail())",text_input,True,page.getByLabel,label_or_form_affordance,direct_chain,user_facing_accessibility_signal,ast_call_chain,label,label,inline_literal,label_or_form_affordance,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByLabel(""Email"").fill(randomEmail())",false,,,
UI5/webcomponents-react,0fb39863f032c7367fa3678e9feec450,Cypress,350,cy.findByRole,cy.findByRole('grid'),locator_query,True,cy.findByRole,role_or_accessibility,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,role,role,inline_literal,role_or_accessibility,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByRole('grid'),false,,,
linode/manager,631b7decd3f91fe3a66a20ea44652a01,Cypress,230,"ui.autocomplete
      .findByLabel('New Region')
      .click()
      .type","ui.autocomplete
      .findByLabel('New Region')
      .click()
      .type(mockRegionStartSimilarPricing.id)",text_input,True,findByLabel,label_or_form_affordance,direct_chain,user_facing_accessibility_signal,ast_call_chain,label,label,inline_literal,label_or_form_affordance,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"ui.autocomplete
      .findByLabel('New Region')
      .click()
      .type(mockRegionStartSimilarPricing.id)",false,,,
ohcnetwork/care_fe,914bcd70ae6ee7e7ce2de4ac810ee9e9,Playwright,139,page.getByLabel,"page.getByLabel(""Name"")",locator_query,True,page.getByLabel,label_or_form_affordance,unknown,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByLabel(""Name"")",false,,,
refactoringhq/tolaria,6f0c20d920a34725b4597502c9eb1625,Playwright,17,page.locator,page.locator('.editor__blocknote-container'),locator_query,True,page.locator,framework_selector_object,standalone_locator_query,implementation_coupled_signal,regex_fallback,class,class,inline_literal,framework_selector_object,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.locator('.editor__blocknote-container'),false,,,
cloudtogo/pageplug,db354664718334ec8bd42e89589feddf,Cypress,222,cy.xpath,"cy.xpath(""//input[@class='bp3-input' and @value='Success']"")",unknown_action,True,cy.xpath,xpath_selector,unknown,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(""//input[@class='bp3-input' and @value='Success']"")",false,,,
linode/manager,9aadcf0f695a47dc787b6b35a5113e9a,Cypress,587,cy.findByText,cy.findByText('User Profile'),locator_query,True,cy.findByText,text_content,standalone_locator_query,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByText('User Profile'),false,,,
apache/superset,f057613bdced7f9b1c7790600e43446d,Cypress,538,cy.get('.ant-select-item-option-content').contains,cy.get('.ant-select-item-option-content').contains(defaultValue),locator_query,True,cy.get,text_content,direct_chain,readable_text_signal,ast_call_chain,text,text,identifier,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('.ant-select-item-option-content').contains(defaultValue),false,,,
opensearch-project/OpenSearch-Dashboards,d96b0e5f0fa00a626e269e3be66c04f1,Cypress,117,cy.getElementByTestId,cy.getElementByTestId('datasetSelectorNext'),locator_query,True,cy.getElementByTestId,test_id_or_data_contract,standalone_locator_query,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.getElementByTestId('datasetSelectorNext'),false,,,
ohcnetwork/care_fe,15035cb45316d539fca7a3d075eceeb2,Playwright,73,page.getByLabel,page.getByLabel(/slug/i),locator_query,True,page.getByLabel,label_or_form_affordance,unknown,user_facing_accessibility_signal,regex_fallback,label,label,,label_or_form_affordance,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByLabel(/slug/i),false,,,
ueberdosis/tiptap,600e1370d1e6ccd84fd8654cb9282be2,Cypress,20,"cy.get('[data-test-id=""28px""]').click","cy.get('[data-test-id=""28px""]').click()",click,True,cy.get,test_id_or_data_contract,direct_chain,stable_test_contract_signal,ast_call_chain,test_id,test_id,inline_literal,css_selector,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get('[data-test-id=""28px""]').click()",false,,,
UI5/webcomponents-react,99eba86afc5276a86b63edd4fbf2313f,Cypress,319,cy.findByText,cy.findByText('Activities'),locator_query,True,cy.findByText,text_content,standalone_locator_query,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByText('Activities'),false,,,
activist-org/activist,6a6abe4a6afab968be841a9af3be0641,Playwright,129,signInPage.signInButton.click,signInPage.signInButton.click(),click,True,Page.signInButton.click,page_object_mediated,page_object_mediated,opaque_or_unresolved_signal,ast_call_chain,unknown,unknown,none,page_object_mediated,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,signInPage.signInButton.click(),false,,,
mattermost/mattermost,cd071807ad064f1ccd64423ef6737fe1,Cypress,92,cy.get,cy.get('.post-message__text'),locator_query,True,cy.get,css_selector,standalone_locator_query,implementation_coupled_signal,regex_fallback,class,class,inline_literal,css_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('.post-message__text'),false,,,
jupyterlab/jupyterlab,cf6ef056bd7e3b6e81d68219696950b2,Playwright,86,"page
        .locator('.jp-Dialog')
        .getByRole('button', { name: 'No Kernel' })
        .click","page
        .locator('.jp-Dialog')
        .getByRole('button', { name: 'No Kernel' })
        .click()",click,True,"page
        .locator",role_or_accessibility,direct_chain,user_facing_accessibility_signal,ast_call_chain,role,role,inline_literal,role_or_accessibility,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page
        .locator('.jp-Dialog')
        .getByRole('button', { name: 'No Kernel' })
        .click()",false,,,
MyCryptoHQ/MyCrypto,401df23203d72266a4ff78f50a4e913a,TestCafe,39,Selector('button').withText,Selector('button').withText(getTransValueByKey('FETCH')),locator_query,True,Selector,framework_selector_object,unknown,implementation_coupled_signal,regex_fallback,css_structural,css_structural,inline_literal,framework_selector_object,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,Selector('button').withText(getTransValueByKey('FETCH')),false,,,
linode/manager,9f807dc31ccecb75693554c79f997b56,Cypress,144,cy.findByLabelText('Linode Label').type,cy.findByLabelText('Linode Label').type(linode.label),text_input,True,cy.findByLabelText,label_or_form_affordance,direct_chain,user_facing_accessibility_signal,ast_call_chain,label,label,inline_literal,label_or_form_affordance,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByLabelText('Linode Label').type(linode.label),false,,,
porsche-design-system/porsche-design-system,3b5db7e90d895ecd2a71d4956eb35036,Playwright,53,page.locator,"page.locator('[data-field=""value""]')",locator_query,True,page.locator,framework_selector_object,standalone_locator_query,stable_test_contract_signal,regex_fallback,data_attribute,data_attribute,inline_literal,framework_selector_object,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.locator('[data-field=""value""]')",false,,,
taiga-family/maskito,60f84cf91f942a38648741731581c84d,Cypress,29,cy.get,cy.get('@input'),locator_query,True,cy.get,css_selector,standalone_locator_query,implementation_coupled_signal,regex_fallback,cypress_alias_reference,cypress_alias_reference,inline_literal,css_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('@input'),false,,,
activist-org/activist,1f565b1e3dbfb60d0d75613f6fb621cc,Playwright,15,page.getByRole,"page.getByRole(""heading"", { level: 1 })",locator_query,True,page.getByRole,role_or_accessibility,unknown,user_facing_accessibility_signal,regex_fallback,role,role,inline_literal,role_or_accessibility,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByRole(""heading"", { level: 1 })",false,,,
linode/manager,749209ead9cbc54696bc33af88f0ab93,Cypress,16,cy.findByText,cy.findByText('We are undergoing maintenance.'),locator_query,True,cy.findByText,text_content,standalone_locator_query,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByText('We are undergoing maintenance.'),false,,,
appsmithorg/appsmith,5e79a4d3e2b8ffc24fcbc473e765e5f7,Cypress,1441,"cy.get(
      `[data-colindex=""${x}""][data-rowindex=""${y}""] .t--inlined-cell-editor input.bp3-input`,
    )
      .focus()
      .type","cy.get(
      `[data-colindex=""${x}""][data-rowindex=""${y}""] .t--inlined-cell-editor input.bp3-input`,
    )
      .focus()
      .type(text)",text_input,True,cy.get,custom_locator_helper,custom_command_mediated,opaque_or_unresolved_signal,source_metadata,data_attribute,data_attribute,inline_literal,custom_locator_helper,source_metadata,source_metadata,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get(
      `[data-colindex=""${x}""][data-rowindex=""${y}""] .t--inlined-cell-editor input.bp3-input`,
    )
      .focus()
      .type(text)",false,,,
ballerine-io/ballerine,7dd3469f475e486902dd4183f36a29cd,Playwright,9,page.getByLabel,page.getByLabel(/first\sname|business\sname/i),locator_query,True,page.getByLabel,label_or_form_affordance,unknown,user_facing_accessibility_signal,regex_fallback,label,label,,label_or_form_affordance,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByLabel(/first\sname|business\sname/i),false,,,
